epoch,step,train/cfm_loss,train/loss,val/best_sample_rmse,val/cfm_loss,val/loss,val/object_rmse_whitened,val/rank_std,val/sample_mean_rmse,val/sample_spread
68,13799,,,0.7461118698120117,1.1519795656204224,1.1519795656204224,0.730841875076294,1.004862904548645,0.8117945194244385,0.7404668927192688
69,13849,1.1685266494750977,1.1685266494750977,,,,,,,
69,13899,1.1748379468917847,1.1748379468917847,,,,,,,
69,13949,1.112945318222046,1.112945318222046,,,,,,,
69,13999,1.0201393365859985,1.0201393365859985,,,,,,,
69,13999,,,0.7484738826751709,1.155893087387085,1.155893087387085,0.7403801083564758,0.9855287075042725,0.8128569722175598,0.7555649876594543
70,14049,1.1642515659332275,1.1642515659332275,,,,,,,
70,14099,1.1741838455200195,1.1741838455200195,,,,,,,
70,14149,1.0516983270645142,1.0516983270645142,,,,,,,
70,14199,1.0779577493667603,1.0779577493667603,,,,,,,
70,14199,,,0.7339999675750732,1.1476709842681885,1.1476709842681885,0.7351117134094238,1.0114003419876099,0.809791624546051,0.7231642007827759
71,14249,1.1487325429916382,1.1487325429916382,,,,,,,
71,14299,1.1490613222122192,1.1490613222122192,,,,,,,
71,14349,1.2172691822052002,1.2172691822052002,,,,,,,
71,14399,1.172739863395691,1.172739863395691,,,,,,,
71,14399,,,0.7321046590805054,1.1409119367599487,1.1409119367599487,0.7378983497619629,0.9868304133415222,0.8058066368103027,0.7443299889564514
72,14449,1.038182020187378,1.038182020187378,,,,,,,
72,14499,1.089292049407959,1.089292049407959,,,,,,,
72,14549,1.1815065145492554,1.1815065145492554,,,,,,,
72,14599,1.1756486892700195,1.1756486892700195,,,,,,,
72,14599,,,0.7427432537078857,1.1479417085647583,1.1479417085647583,0.7446069717407227,1.0057228803634644,0.8100034594535828,0.735541820526123
73,14649,1.1550703048706055,1.1550703048706055,,,,,,,
73,14699,1.1653194427490234,1.1653194427490234,,,,,,,
73,14749,1.1085721254348755,1.1085721254348755,,,,,,,
73,14799,1.1924469470977783,1.1924469470977783,,,,,,,
73,14799,,,0.7304868698120117,1.1380140781402588,1.1380140781402588,0.730560839176178,1.0046062469482422,0.8068667650222778,0.7325083613395691
