epoch,step,train/cfm_loss,train/loss,val/best_sample_rmse,val/cfm_loss,val/loss,val/rank_std,val/sample_mean_rmse,val/sample_spread
20,4099,1.649811029434204,1.649811029434204,,,,,,
20,4199,1.724545955657959,1.724545955657959,,,,,,
20,4199,,,0.9735284447669983,1.6271014213562012,1.6271014213562012,1.0190149545669556,1.0079644918441772,0.9685969352722168
21,4299,1.5236434936523438,1.5236434936523438,,,,,,
21,4399,1.6424498558044434,1.6424498558044434,,,,,,
21,4399,,,0.9872198700904846,1.6258418560028076,1.6258418560028076,1.0122439861297607,1.0140656232833862,0.9837722182273865
22,4499,1.8204058408737183,1.8204058408737183,,,,,,
22,4599,1.749159812927246,1.749159812927246,,,,,,
22,4599,,,0.9836059808731079,1.6217981576919556,1.6217981576919556,1.0105928182601929,1.0100395679473877,0.9840623140335083
23,4699,1.6898181438446045,1.6898181438446045,,,,,,
23,4799,1.5373262166976929,1.5373262166976929,,,,,,
23,4799,,,0.983982503414154,1.6219508647918701,1.6219508647918701,1.0098235607147217,1.0125021934509277,0.9909176826477051
24,4899,1.5445765256881714,1.5445765256881714,,,,,,
24,4999,1.5674227476119995,1.5674227476119995,,,,,,
24,4999,,,0.9807113409042358,1.62606942653656,1.62606942653656,1.0138270854949951,1.0122028589248657,0.9840058088302612
25,5099,1.5984656810760498,1.5984656810760498,,,,,,
25,5199,1.5984541177749634,1.5984541177749634,,,,,,
25,5199,,,0.9847813248634338,1.6193941831588745,1.6193941831588745,1.0057505369186401,1.0109907388687134,0.9946241974830627
26,5299,1.4996057748794556,1.4996057748794556,,,,,,
26,5399,1.6048036813735962,1.6048036813735962,,,,,,
26,5399,,,0.9851605892181396,1.6189935207366943,1.6189935207366943,1.0051524639129639,1.0108473300933838,0.9950788617134094
27,5499,1.625043511390686,1.625043511390686,,,,,,
27,5599,1.679645299911499,1.679645299911499,,,,,,
27,5599,,,0.9739269018173218,1.6261625289916992,1.6261625289916992,1.0224554538726807,1.0110152959823608,0.9663591384887695
28,5699,1.5736303329467773,1.5736303329467773,,,,,,
28,5799,1.520339012145996,1.520339012145996,,,,,,
28,5799,,,0.9919883608818054,1.6198660135269165,1.6198660135269165,0.9992486834526062,1.0106031894683838,1.0069164037704468
29,5899,1.894386649131775,1.894386649131775,,,,,,
29,5999,1.5002081394195557,1.5002081394195557,,,,,,
29,5999,,,0.9894623756408691,1.6155946254730225,1.6155946254730225,1.005005955696106,1.0103223323822021,0.9956128597259521
30,6099,1.6325639486312866,1.6325639486312866,,,,,,
30,6199,1.6754381656646729,1.6754381656646729,,,,,,
30,6199,,,0.9889450669288635,1.625643014907837,1.625643014907837,0.9992213845252991,1.010663628578186,1.0045826435089111
31,6299,1.5132609605789185,1.5132609605789185,,,,,,
31,6399,1.4593642950057983,1.4593642950057983,,,,,,
31,6399,,,0.9760021567344666,1.6178818941116333,1.6178818941116333,1.0128918886184692,1.0078976154327393,0.9763044118881226
32,6499,1.4360630512237549,1.4360630512237549,,,,,,
32,6599,1.668855905532837,1.668855905532837,,,,,,
32,6599,,,0.9831468462944031,1.6184720993041992,1.6184720993041992,1.0099258422851562,1.0096635818481445,0.9855872988700867
33,6699,1.5279884338378906,1.5279884338378906,,,,,,
33,6799,1.5803091526031494,1.5803091526031494,,,,,,
33,6799,,,0.9765371084213257,1.6071903705596924,1.6071903705596924,1.0161393880844116,1.0089373588562012,0.9743993282318115
34,6899,1.7330472469329834,1.7330472469329834,,,,,,
34,6999,1.7671664953231812,1.7671664953231812,,,,,,
34,6999,,,0.9818707704544067,1.6164706945419312,1.6164706945419312,1.0049858093261719,1.0122345685958862,0.9991929531097412
35,7099,1.618216872215271,1.618216872215271,,,,,,
35,7199,1.6221386194229126,1.6221386194229126,,,,,,
35,7199,,,0.9811788201332092,1.6082231998443604,1.6082231998443604,1.007164478302002,1.0103667974472046,0.9921824336051941
36,7299,1.6780935525894165,1.6780935525894165,,,,,,
36,7399,1.4418944120407104,1.4418944120407104,,,,,,
36,7399,,,0.9810375571250916,1.6137323379516602,1.6137323379516602,1.015756368637085,1.0110656023025513,0.9784907102584839
37,7499,1.7783193588256836,1.7783193588256836,,,,,,
37,7599,1.7810964584350586,1.7810964584350586,,,,,,
37,7599,,,0.9904876351356506,1.6197948455810547,1.6197948455810547,0.9976855516433716,1.0121642351150513,1.0089601278305054
38,7699,1.5745775699615479,1.5745775699615479,,,,,,
38,7799,1.550790786743164,1.550790786743164,,,,,,
38,7799,,,0.9793805480003357,1.6251945495605469,1.6251945495605469,1.0103050470352173,1.0106101036071777,0.9881907105445862
39,7899,1.6489531993865967,1.6489531993865967,,,,,,
39,7999,1.462000846862793,1.462000846862793,,,,,,
39,7999,,,0.9793550372123718,1.6165395975112915,1.6165395975112915,1.012981653213501,1.009690761566162,0.981419563293457
40,8099,1.471270203590393,1.471270203590393,,,,,,
40,8199,1.6532189846038818,1.6532189846038818,,,,,,
40,8199,,,0.9805289506912231,1.6138683557510376,1.6138683557510376,1.013188362121582,1.0106796026229858,0.9793069958686829
41,8299,1.6053190231323242,1.6053190231323242,,,,,,
41,8399,1.8054603338241577,1.8054603338241577,,,,,,
41,8399,,,0.9828252792358398,1.6171001195907593,1.6171001195907593,1.0087335109710693,1.0085211992263794,0.9877879023551941
42,8499,1.616387128829956,1.616387128829956,,,,,,
42,8599,1.5331405401229858,1.5331405401229858,,,,,,
42,8599,,,0.9769433736801147,1.6128119230270386,1.6128119230270386,1.013002872467041,1.007918357849121,0.9797645807266235
43,8699,1.6584672927856445,1.6584672927856445,,,,,,
43,8799,1.5197330713272095,1.5197330713272095,,,,,,
43,8799,,,0.9820160865783691,1.615552306175232,1.615552306175232,1.0070323944091797,1.009630799293518,0.9913458228111267
44,8899,1.5801044702529907,1.5801044702529907,,,,,,
44,8999,1.4259955883026123,1.4259955883026123,,,,,,
44,8999,,,0.9718051552772522,1.6127620935440063,1.6127620935440063,1.0223631858825684,1.0103336572647095,0.9661127328872681
45,9099,1.7219802141189575,1.7219802141189575,,,,,,
45,9199,1.6837396621704102,1.6837396621704102,,,,,,
45,9199,,,0.973605215549469,1.6079977750778198,1.6079977750778198,1.0258386135101318,1.0103639364242554,0.9570889472961426
46,9299,1.6644418239593506,1.6644418239593506,,,,,,
46,9399,1.5869711637496948,1.5869711637496948,,,,,,
46,9399,,,0.9774796366691589,1.6150904893875122,1.6150904893875122,1.0092504024505615,1.0086257457733154,0.9852839112281799
47,9499,1.5729994773864746,1.5729994773864746,,,,,,
47,9599,1.4822787046432495,1.4822787046432495,,,,,,
47,9599,,,0.9765110015869141,1.6127910614013672,1.6127910614013672,1.0056085586547852,1.0083017349243164,0.9893049001693726
48,9699,1.6121364831924438,1.6121364831924438,,,,,,
48,9799,1.696337103843689,1.696337103843689,,,,,,
48,9799,,,0.9713237285614014,1.609884262084961,1.609884262084961,1.0200591087341309,1.0101600885391235,0.9678525924682617
49,9899,1.577267050743103,1.577267050743103,,,,,,
49,9999,1.5878496170043945,1.5878496170043945,,,,,,
49,9999,,,0.9729281663894653,1.6018834114074707,1.6018834114074707,1.016467809677124,1.0105122327804565,0.9700495004653931
50,10099,1.7054551839828491,1.7054551839828491,,,,,,
50,10199,1.563536286354065,1.563536286354065,,,,,,
50,10199,,,0.9695088267326355,1.600110650062561,1.600110650062561,1.0139621496200562,1.007228970527649,0.9616187214851379
51,10299,1.7407095432281494,1.7407095432281494,,,,,,
51,10399,1.580153226852417,1.580153226852417,,,,,,
51,10399,,,0.9722422361373901,1.60826575756073,1.60826575756073,1.0205605030059814,1.011470913887024,0.962928056716919
52,10499,1.4873844385147095,1.4873844385147095,,,,,,
52,10599,1.6579389572143555,1.6579389572143555,,,,,,
52,10599,,,0.9768440127372742,1.599509835243225,1.599509835243225,0.9997696876525879,1.009765863418579,0.9898887872695923
53,10699,1.3486384153366089,1.3486384153366089,,,,,,
53,10799,1.5678489208221436,1.5678489208221436,,,,,,
53,10799,,,0.9732550978660583,1.5974583625793457,1.5974583625793457,1.0112459659576416,1.0124502182006836,0.9778470396995544
54,10899,1.6027183532714844,1.6027183532714844,,,,,,
54,10999,1.576473593711853,1.576473593711853,,,,,,
54,10999,,,0.971489667892456,1.5991263389587402,1.5991263389587402,1.0167537927627563,1.0082851648330688,0.9721541404724121
55,11099,1.4550971984863281,1.4550971984863281,,,,,,
55,11199,1.552117109298706,1.552117109298706,,,,,,
55,11199,,,0.9687349796295166,1.5973998308181763,1.5973998308181763,1.01078462600708,1.0082353353500366,0.9691877961158752
56,11299,1.5585657358169556,1.5585657358169556,,,,,,
56,11399,1.6744741201400757,1.6744741201400757,,,,,,
56,11399,,,0.9761252999305725,1.5953532457351685,1.5953532457351685,1.00038480758667,1.0126153230667114,0.9861919283866882
57,11499,1.494114637374878,1.494114637374878,,,,,,
57,11599,1.5883678197860718,1.5883678197860718,,,,,,
57,11599,,,0.9680492281913757,1.5927914381027222,1.5927914381027222,0.9966638088226318,1.007651448249817,0.9830161333084106
58,11699,1.5147937536239624,1.5147937536239624,,,,,,
58,11799,1.5445760488510132,1.5445760488510132,,,,,,
58,11799,,,0.9584089517593384,1.5881811380386353,1.5881811380386353,1.033586025238037,1.0086522102355957,0.9401443004608154
59,11899,1.6125819683074951,1.6125819683074951,,,,,,
59,11999,1.6203155517578125,1.6203155517578125,,,,,,
59,11999,,,0.974520206451416,1.5932743549346924,1.5932743549346924,1.0164154767990112,1.0081795454025269,0.9779435992240906
60,12099,1.4344156980514526,1.4344156980514526,,,,,,
60,12199,1.658862829208374,1.658862829208374,,,,,,
60,12199,,,0.968323826789856,1.5755491256713867,1.5755491256713867,0.9885566234588623,0.9998502135276794,0.9909032583236694
61,12299,1.5701773166656494,1.5701773166656494,,,,,,
61,12399,1.7562755346298218,1.7562755346298218,,,,,,
61,12399,,,0.9585903286933899,1.5726209878921509,1.5726209878921509,0.9974340796470642,0.9960206747055054,0.967968225479126
62,12499,1.4638022184371948,1.4638022184371948,,,,,,
62,12599,1.5824698209762573,1.5824698209762573,,,,,,
62,12599,,,0.9472325444221497,1.5603920221328735,1.5603920221328735,1.01364004611969,0.9898435473442078,0.9385684132575989
63,12699,1.4838403463363647,1.4838403463363647,,,,,,
63,12799,1.4514089822769165,1.4514089822769165,,,,,,
63,12799,,,0.945797324180603,1.5417968034744263,1.5417968034744263,0.9943413138389587,0.982048749923706,0.9564326405525208
64,12899,1.6247905492782593,1.6247905492782593,,,,,,
64,12999,1.3972821235656738,1.3972821235656738,,,,,,
64,12999,,,0.9272887706756592,1.5344440937042236,1.5344440937042236,1.0044047832489014,0.9718130826950073,0.9300181865692139
65,13099,1.6810964345932007,1.6810964345932007,,,,,,
65,13199,1.6203975677490234,1.6203975677490234,,,,,,
65,13199,,,0.9252748489379883,1.512955665588379,1.512955665588379,0.9889360666275024,0.9666195511817932,0.9394357800483704
66,13299,1.3882850408554077,1.3882850408554077,,,,,,
66,13399,1.4112930297851562,1.4112930297851562,,,,,,
66,13399,,,0.9170576930046082,1.5125552415847778,1.5125552415847778,1.0130832195281982,0.9646767377853394,0.9199162721633911
67,13499,1.5678770542144775,1.5678770542144775,,,,,,
67,13599,1.295729637145996,1.295729637145996,,,,,,
67,13599,,,0.8831979632377625,1.4679441452026367,1.4679441452026367,1.0186545848846436,0.9385182857513428,0.8863410949707031
68,13699,1.3597060441970825,1.3597060441970825,,,,,,
68,13799,1.3150006532669067,1.3150006532669067,,,,,,
68,13799,,,0.8766486644744873,1.432153344154358,1.432153344154358,0.9894348382949829,0.9261202812194824,0.8986207842826843
69,13899,1.4842571020126343,1.4842571020126343,,,,,,
69,13999,1.4371367692947388,1.4371367692947388,,,,,,
69,13999,,,0.8646177649497986,1.4139363765716553,1.4139363765716553,0.9829784631729126,0.9164273142814636,0.8944028615951538
70,14099,1.3942060470581055,1.3942060470581055,,,,,,
70,14199,1.3379613161087036,1.3379613161087036,,,,,,
70,14199,,,0.8460855484008789,1.410901665687561,1.410901665687561,0.989040732383728,0.9083453416824341,0.8643601536750793
71,14299,1.301666021347046,1.301666021347046,,,,,,
71,14399,1.4537280797958374,1.4537280797958374,,,,,,
71,14399,,,0.835322916507721,1.3660569190979004,1.3660569190979004,0.9804311394691467,0.8975619673728943,0.8517834544181824
72,14499,1.3584603071212769,1.3584603071212769,,,,,,
72,14599,1.2997881174087524,1.2997881174087524,,,,,,
72,14599,,,0.8286957740783691,1.3496699333190918,1.3496699333190918,0.9772430658340454,0.8935129046440125,0.8498153686523438
73,14699,1.240679383277893,1.240679383277893,,,,,,
73,14799,1.3074010610580444,1.3074010610580444,,,,,,
73,14799,,,0.8250696063041687,1.3394074440002441,1.3394074440002441,1.000832438468933,0.8948778510093689,0.8392453789710999
74,14899,1.282251000404358,1.282251000404358,,,,,,
74,14999,1.426791787147522,1.426791787147522,,,,,,
74,14999,,,0.8159310221672058,1.338387131690979,1.338387131690979,0.9949321746826172,0.8900482058525085,0.829922616481781
75,15099,1.389638900756836,1.389638900756836,,,,,,
75,15199,1.3907685279846191,1.3907685279846191,,,,,,
75,15199,,,0.8203718066215515,1.3299323320388794,1.3299323320388794,0.9936108589172363,0.8890171647071838,0.8376312255859375
76,15299,1.2726938724517822,1.2726938724517822,,,,,,
76,15399,1.3273439407348633,1.3273439407348633,,,,,,
76,15399,,,0.8112570643424988,1.3263981342315674,1.3263981342315674,0.9933962821960449,0.8842703700065613,0.8285823464393616
77,15499,1.3566532135009766,1.3566532135009766,,,,,,
77,15599,1.4000201225280762,1.4000201225280762,,,,,,
77,15599,,,0.8088995814323425,1.3166279792785645,1.3166279792785645,0.9827144145965576,0.884189784526825,0.8332762718200684
78,15699,1.3285945653915405,1.3285945653915405,,,,,,
78,15799,1.3898210525512695,1.3898210525512695,,,,,,
78,15799,,,0.8166006207466125,1.3109830617904663,1.3109830617904663,0.9957177042961121,0.8834194540977478,0.8290995359420776
79,15899,1.3058868646621704,1.3058868646621704,,,,,,
79,15999,1.3444700241088867,1.3444700241088867,,,,,,
79,15999,,,0.8048661351203918,1.3028520345687866,1.3028520345687866,0.9815547466278076,0.8821180462837219,0.8238925933837891
80,16099,1.2952227592468262,1.2952227592468262,,,,,,
80,16199,1.279099941253662,1.279099941253662,,,,,,
80,16199,,,0.8091757297515869,1.2954727411270142,1.2954727411270142,0.9868475794792175,0.881037175655365,0.8287918567657471
81,16299,1.2191646099090576,1.2191646099090576,,,,,,
81,16399,1.3948808908462524,1.3948808908462524,,,,,,
81,16399,,,0.8006595373153687,1.3117371797561646,1.3117371797561646,1.0040034055709839,0.8827412128448486,0.8121244311332703
82,16499,1.2919524908065796,1.2919524908065796,,,,,,
82,16599,1.2397211790084839,1.2397211790084839,,,,,,
82,16599,,,0.8027815222740173,1.2959961891174316,1.2959961891174316,0.9879144430160522,0.8770883083343506,0.8231099843978882
83,16699,1.290805459022522,1.290805459022522,,,,,,
83,16799,1.4583163261413574,1.4583163261413574,,,,,,
83,16799,,,0.7974169254302979,1.3078596591949463,1.3078596591949463,1.00144362449646,0.8810887932777405,0.8032119274139404
84,16899,1.2012062072753906,1.2012062072753906,,,,,,
84,16999,1.3442260026931763,1.3442260026931763,,,,,,
84,16999,,,0.8009361028671265,1.290979266166687,1.290979266166687,0.9829469919204712,0.8743619918823242,0.8232486844062805
85,17099,1.200142502784729,1.200142502784729,,,,,,
85,17199,1.3938684463500977,1.3938684463500977,,,,,,
85,17199,,,0.7960278987884521,1.276728630065918,1.276728630065918,0.9945858120918274,0.8688079118728638,0.8174288272857666
86,17299,1.4262770414352417,1.4262770414352417,,,,,,
86,17399,1.2761976718902588,1.2761976718902588,,,,,,
86,17399,,,0.7845051884651184,1.2742359638214111,1.2742359638214111,1.0080323219299316,0.8581990599632263,0.7908715605735779
87,17499,1.2903773784637451,1.2903773784637451,,,,,,
87,17599,1.2015970945358276,1.2015970945358276,,,,,,
87,17599,,,0.7782395482063293,1.2633806467056274,1.2633806467056274,1.0056006908416748,0.856338620185852,0.7830488085746765
88,17699,1.240450382232666,1.240450382232666,,,,,,
88,17799,1.183699607849121,1.183699607849121,,,,,,
88,17799,,,0.7758814096450806,1.2539982795715332,1.2539982795715332,0.9830655455589294,0.8461722731590271,0.799822211265564
89,17899,1.3597341775894165,1.3597341775894165,,,,,,
89,17999,1.2596439123153687,1.2596439123153687,,,,,,
89,17999,,,0.7674534916877747,1.25692617893219,1.25692617893219,1.0263384580612183,0.8510991334915161,0.7705302238464355
90,18099,1.235507607460022,1.235507607460022,,,,,,
90,18199,1.2209278345108032,1.2209278345108032,,,,,,
90,18199,,,0.765669584274292,1.2385179996490479,1.2385179996490479,0.9775485992431641,0.8391923904418945,0.7885570526123047
91,18299,1.2048637866973877,1.2048637866973877,,,,,,
91,18399,1.1585314273834229,1.1585314273834229,,,,,,
91,18399,,,0.7545288801193237,1.227504014968872,1.227504014968872,0.9961555004119873,0.8322178721427917,0.772384524345398
92,18499,1.361042857170105,1.361042857170105,,,,,,
92,18599,1.2106832265853882,1.2106832265853882,,,,,,
92,18599,,,0.749049723148346,1.2136225700378418,1.2136225700378418,1.0002951622009277,0.8261980414390564,0.7623187899589539
93,18699,1.238674521446228,1.238674521446228,,,,,,
93,18799,1.206502914428711,1.206502914428711,,,,,,
93,18799,,,0.7425313591957092,1.2109791040420532,1.2109791040420532,0.9866893291473389,0.8216935992240906,0.7602415084838867
94,18899,1.0774799585342407,1.0774799585342407,,,,,,
94,18999,1.051950454711914,1.051950454711914,,,,,,
94,18999,,,0.7303064465522766,1.2018897533416748,1.2018897533416748,1.0027005672454834,0.8156872391700745,0.7432194352149963
95,19099,1.1147829294204712,1.1147829294204712,,,,,,
95,19199,1.0931284427642822,1.0931284427642822,,,,,,
95,19199,,,0.7276734113693237,1.202787160873413,1.202787160873413,1.008636236190796,0.8142582774162292,0.7329111695289612
96,19299,1.2963083982467651,1.2963083982467651,,,,,,
96,19399,1.2691442966461182,1.2691442966461182,,,,,,
96,19399,,,0.7356443405151367,1.2021167278289795,1.2021167278289795,1.0063486099243164,0.8153343796730042,0.7589318156242371
97,19499,1.128337025642395,1.128337025642395,,,,,,
97,19599,1.1852351427078247,1.1852351427078247,,,,,,
97,19599,,,0.723591148853302,1.1885430812835693,1.1885430812835693,0.9925829172134399,0.807957649230957,0.7385797500610352
98,19699,1.2674981355667114,1.2674981355667114,,,,,,
98,19799,1.3732830286026,1.3732830286026,,,,,,
98,19799,,,0.7241814136505127,1.1798936128616333,1.1798936128616333,0.9889377355575562,0.806692361831665,0.74764484167099
99,19899,1.1592047214508057,1.1592047214508057,,,,,,
99,19999,1.1194324493408203,1.1194324493408203,,,,,,
99,19999,,,0.7249452471733093,1.1824820041656494,1.1824820041656494,1.0014286041259766,0.8056209683418274,0.7460899353027344
100,20099,1.1347699165344238,1.1347699165344238,,,,,,
100,20199,1.0963846445083618,1.0963846445083618,,,,,,
100,20199,,,0.7235804200172424,1.1840962171554565,1.1840962171554565,0.990054190158844,0.8096056580543518,0.7397341132164001
101,20299,1.2468010187149048,1.2468010187149048,,,,,,
101,20399,1.0667115449905396,1.0667115449905396,,,,,,
101,20399,,,0.7172375321388245,1.1753017902374268,1.1753017902374268,1.0113757848739624,0.8037681579589844,0.7284972667694092
102,20499,1.1218159198760986,1.1218159198760986,,,,,,
102,20599,1.2666175365447998,1.2666175365447998,,,,,,
102,20599,,,0.7124772071838379,1.170220971107483,1.170220971107483,1.0073267221450806,0.7988250255584717,0.716770350933075
103,20699,1.218239426612854,1.218239426612854,,,,,,
103,20799,1.2764838933944702,1.2764838933944702,,,,,,
103,20799,,,0.7260707020759583,1.1785231828689575,1.1785231828689575,0.9875879883766174,0.8026049137115479,0.7492818236351013
104,20899,1.164101243019104,1.164101243019104,,,,,,
104,20999,1.0967590808868408,1.0967590808868408,,,,,,
104,20999,,,0.7111626863479614,1.1629736423492432,1.1629736423492432,0.9943054914474487,0.7982429265975952,0.729300856590271
105,21099,1.056674599647522,1.056674599647522,,,,,,
105,21199,1.259267807006836,1.259267807006836,,,,,,
105,21199,,,0.7110015749931335,1.162575364112854,1.162575364112854,1.015547275543213,0.7983710169792175,0.7164419889450073
106,21299,1.1069060564041138,1.1069060564041138,,,,,,
106,21399,1.0234984159469604,1.0234984159469604,,,,,,
106,21399,,,0.706238865852356,1.163350224494934,1.163350224494934,1.0114001035690308,0.7996347546577454,0.7129581570625305
107,21499,1.0234057903289795,1.0234057903289795,,,,,,
107,21599,1.2910000085830688,1.2910000085830688,,,,,,
107,21599,,,0.7207820415496826,1.160498023033142,1.160498023033142,0.9917391538619995,0.8014255166053772,0.7401010990142822
108,21699,1.0835795402526855,1.0835795402526855,,,,,,
108,21799,1.1851043701171875,1.1851043701171875,,,,,,
108,21799,,,0.7116393446922302,1.1592724323272705,1.1592724323272705,0.9979909062385559,0.8004627823829651,0.7177315950393677
109,21899,1.2314846515655518,1.2314846515655518,,,,,,
109,21999,1.2328505516052246,1.2328505516052246,,,,,,
109,21999,,,0.6969903707504272,1.1497893333435059,1.1497893333435059,1.021867036819458,0.7941622138023376,0.6997011303901672
110,22099,1.1783579587936401,1.1783579587936401,,,,,,
110,22199,1.1575385332107544,1.1575385332107544,,,,,,
110,22199,,,0.7066105008125305,1.1552705764770508,1.1552705764770508,0.9915899634361267,0.7981043457984924,0.7234969139099121
111,22299,1.1072759628295898,1.1072759628295898,,,,,,
111,22399,1.0691453218460083,1.0691453218460083,,,,,,
111,22399,,,0.7107534408569336,1.1486090421676636,1.1486090421676636,0.9800311326980591,0.7940261960029602,0.7346409559249878
112,22499,1.1284053325653076,1.1284053325653076,,,,,,
112,22599,1.118975281715393,1.118975281715393,,,,,,
112,22599,,,0.7125516533851624,1.1601642370224,1.1601642370224,0.9921164512634277,0.7990362048149109,0.728194534778595
113,22699,1.1827630996704102,1.1827630996704102,,,,,,
113,22799,1.123037576675415,1.123037576675415,,,,,,
113,22799,,,0.7083098888397217,1.1490980386734009,1.1490980386734009,0.9922151565551758,0.7932547330856323,0.7300930619239807
114,22899,1.0418764352798462,1.0418764352798462,,,,,,
114,22999,1.1664774417877197,1.1664774417877197,,,,,,
114,22999,,,0.7068737745285034,1.163801670074463,1.163801670074463,1.0241003036499023,0.8012679815292358,0.7082844972610474
115,23099,1.0630626678466797,1.0630626678466797,,,,,,
115,23199,1.1805431842803955,1.1805431842803955,,,,,,
115,23199,,,0.7128699421882629,1.1614147424697876,1.1614147424697876,1.002462387084961,0.8006152510643005,0.725395917892456
116,23299,1.066343903541565,1.066343903541565,,,,,,
116,23399,1.0898723602294922,1.0898723602294922,,,,,,
116,23399,,,0.7058089971542358,1.153327226638794,1.153327226638794,0.9948806166648865,0.7940143942832947,0.7183079719543457
117,23499,1.2600198984146118,1.2600198984146118,,,,,,
117,23599,1.1227318048477173,1.1227318048477173,,,,,,
117,23599,,,0.7011424899101257,1.1579573154449463,1.1579573154449463,0.998145341873169,0.79643714427948,0.713113009929657
118,23699,1.0761733055114746,1.0761733055114746,,,,,,
