epoch,step,train/cfm_loss,train/loss,val/best_sample_rmse,val/cfm_loss,val/loss,val/object_rmse_whitened,val/rank_std,val/sample_mean_rmse,val/sample_spread
7,1449,1.4887285232543945,1.4887285232543945,,,,,,,
7,1499,1.471034288406372,1.471034288406372,,,,,,,
7,1549,1.5602376461029053,1.5602376461029053,,,,,,,
7,1599,1.4763143062591553,1.4763143062591553,,,,,,,
7,1599,,,0.925409734249115,1.4962267875671387,1.4962267875671387,0.7838413715362549,1.0142533779144287,0.9474860429763794,0.8894797563552856
8,1649,1.5065590143203735,1.5065590143203735,,,,,,,
8,1699,1.4712789058685303,1.4712789058685303,,,,,,,
8,1749,1.4794279336929321,1.4794279336929321,,,,,,,
8,1799,1.415814995765686,1.415814995765686,,,,,,,
8,1799,,,0.93626868724823,1.485315203666687,1.485315203666687,0.7872917652130127,1.0044865608215332,0.949705958366394,0.9124090075492859
9,1849,1.4078961610794067,1.4078961610794067,,,,,,,
9,1899,1.4706387519836426,1.4706387519836426,,,,,,,
9,1949,1.532789707183838,1.532789707183838,,,,,,,
9,1999,1.4656811952590942,1.4656811952590942,,,,,,,
9,1999,,,0.9278882741928101,1.4688138961791992,1.4688138961791992,0.7775266766548157,0.9974344372749329,0.945088803768158,0.9065369367599487
10,2049,1.2994025945663452,1.2994025945663452,,,,,,,
10,2099,1.4117966890335083,1.4117966890335083,,,,,,,
10,2149,1.4837414026260376,1.4837414026260376,,,,,,,
10,2199,1.3989557027816772,1.3989557027816772,,,,,,,
10,2199,,,0.9254319071769714,1.461910605430603,1.461910605430603,0.7832978963851929,1.0010079145431519,0.9435630440711975,0.8971772789955139
11,2249,1.4443247318267822,1.4443247318267822,,,,,,,
11,2299,1.4140198230743408,1.4140198230743408,,,,,,,
11,2349,1.494232177734375,1.494232177734375,,,,,,,
11,2399,1.3049248456954956,1.3049248456954956,,,,,,,
11,2399,,,0.9217445850372314,1.452343463897705,1.452343463897705,0.7750325798988342,0.999881386756897,0.9414414763450623,0.9036110043525696
12,2449,1.4539308547973633,1.4539308547973633,,,,,,,
12,2499,1.4425140619277954,1.4425140619277954,,,,,,,
12,2549,1.468684434890747,1.468684434890747,,,,,,,
12,2599,1.4086509943008423,1.4086509943008423,,,,,,,
12,2599,,,0.9092934727668762,1.4384125471115112,1.4384125471115112,0.7707022428512573,1.0022929906845093,0.9364235997200012,0.87758469581604
13,2649,1.4297380447387695,1.4297380447387695,,,,,,,
13,2699,1.3485103845596313,1.3485103845596313,,,,,,,
13,2749,1.441114068031311,1.441114068031311,,,,,,,
13,2799,1.4068834781646729,1.4068834781646729,,,,,,,
13,2799,,,0.9120246171951294,1.4408719539642334,1.4408719539642334,0.7675142884254456,1.0002905130386353,0.9349411725997925,0.8893058896064758
14,2849,1.3529677391052246,1.3529677391052246,,,,,,,
14,2899,1.3883602619171143,1.3883602619171143,,,,,,,
14,2949,1.4406288862228394,1.4406288862228394,,,,,,,
14,2999,1.5363107919692993,1.5363107919692993,,,,,,,
14,2999,,,0.9111053943634033,1.4302477836608887,1.4302477836608887,0.7733169794082642,0.9904965758323669,0.9358278512954712,0.8901335597038269
15,3049,1.3441932201385498,1.3441932201385498,,,,,,,
15,3099,1.3754173517227173,1.3754173517227173,,,,,,,
15,3149,1.3098881244659424,1.3098881244659424,,,,,,,
15,3199,1.4273661375045776,1.4273661375045776,,,,,,,
15,3199,,,0.9023764729499817,1.428743839263916,1.428743839263916,0.7722572684288025,0.9927562475204468,0.93301922082901,0.8820815682411194
16,3249,1.3721463680267334,1.3721463680267334,,,,,,,
16,3299,1.2951987981796265,1.2951987981796265,,,,,,,
16,3349,1.3406357765197754,1.3406357765197754,,,,,,,
16,3399,1.3116090297698975,1.3116090297698975,,,,,,,
16,3399,,,0.8997103571891785,1.4223980903625488,1.4223980903625488,0.7641853094100952,1.0002073049545288,0.9303606748580933,0.8784464597702026
17,3449,1.3519806861877441,1.3519806861877441,,,,,,,
17,3499,1.3374322652816772,1.3374322652816772,,,,,,,
17,3549,1.3692305088043213,1.3692305088043213,,,,,,,
17,3599,1.4440745115280151,1.4440745115280151,,,,,,,
17,3599,,,0.8959242105484009,1.418013095855713,1.418013095855713,0.7704195380210876,1.0082318782806396,0.9299699664115906,0.8765865564346313
18,3649,1.3126381635665894,1.3126381635665894,,,,,,,
18,3699,1.2938992977142334,1.2938992977142334,,,,,,,
18,3749,1.3586832284927368,1.3586832284927368,,,,,,,
18,3799,1.2847864627838135,1.2847864627838135,,,,,,,
18,3799,,,0.8924423456192017,1.397450566291809,1.397450566291809,0.7727518081665039,1.0107769966125488,0.9217588901519775,0.870400607585907
19,3849,1.389142394065857,1.389142394065857,,,,,,,
19,3899,1.3739945888519287,1.3739945888519287,,,,,,,
19,3949,1.3181769847869873,1.3181769847869873,,,,,,,
19,3999,1.3593717813491821,1.3593717813491821,,,,,,,
19,3999,,,0.8897172808647156,1.392606258392334,1.392606258392334,0.7659565210342407,0.9941031336784363,0.9184369444847107,0.8812170624732971
20,4049,1.470266580581665,1.470266580581665,,,,,,,
20,4099,1.2876073122024536,1.2876073122024536,,,,,,,
20,4149,1.3398222923278809,1.3398222923278809,,,,,,,
20,4199,1.2966501712799072,1.2966501712799072,,,,,,,
20,4199,,,0.8725922703742981,1.3781828880310059,1.3781828880310059,0.7617117166519165,0.9997935891151428,0.9116636514663696,0.8564097881317139
21,4249,1.4434187412261963,1.4434187412261963,,,,,,,
21,4299,1.3634710311889648,1.3634710311889648,,,,,,,
21,4349,1.3335012197494507,1.3335012197494507,,,,,,,
21,4399,1.4758859872817993,1.4758859872817993,,,,,,,
21,4399,,,0.8748167753219604,1.3677138090133667,1.3677138090133667,0.7625946998596191,1.0021768808364868,0.9080191254615784,0.8614380955696106
22,4449,1.2748862504959106,1.2748862504959106,,,,,,,
22,4499,1.2158081531524658,1.2158081531524658,,,,,,,
22,4549,1.26975417137146,1.26975417137146,,,,,,,
22,4599,1.402029275894165,1.402029275894165,,,,,,,
22,4599,,,0.8691883087158203,1.3687453269958496,1.3687453269958496,0.753495454788208,0.9955872297286987,0.9041387438774109,0.857369065284729
23,4649,1.3392682075500488,1.3392682075500488,,,,,,,
23,4699,1.2949179410934448,1.2949179410934448,,,,,,,
23,4749,1.394331455230713,1.394331455230713,,,,,,,
23,4799,1.2562744617462158,1.2562744617462158,,,,,,,
23,4799,,,0.8648250699043274,1.3532228469848633,1.3532228469848633,0.7560968995094299,0.999997079372406,0.8984735012054443,0.8492261171340942
24,4849,1.4637892246246338,1.4637892246246338,,,,,,,
24,4899,1.3091033697128296,1.3091033697128296,,,,,,,
24,4949,1.433730959892273,1.433730959892273,,,,,,,
24,4999,1.3065130710601807,1.3065130710601807,,,,,,,
24,4999,,,0.8476864695549011,1.339084267616272,1.339084267616272,0.7535852193832397,0.99737948179245,0.8929445743560791,0.8384671211242676
25,5049,1.265384316444397,1.265384316444397,,,,,,,
25,5099,1.2643685340881348,1.2643685340881348,,,,,,,
25,5149,1.3074266910552979,1.3074266910552979,,,,,,,
25,5199,1.2869547605514526,1.2869547605514526,,,,,,,
25,5199,,,0.8510217666625977,1.3398423194885254,1.3398423194885254,0.7563454508781433,1.003718614578247,0.8925297856330872,0.8324564695358276
26,5249,1.3488438129425049,1.3488438129425049,,,,,,,
26,5299,1.345170021057129,1.345170021057129,,,,,,,
26,5349,1.337393879890442,1.337393879890442,,,,,,,
26,5399,1.2843856811523438,1.2843856811523438,,,,,,,
26,5399,,,0.8500388264656067,1.3239707946777344,1.3239707946777344,0.7576228976249695,1.001395583152771,0.8892896175384521,0.8425676226615906
27,5449,1.445652723312378,1.445652723312378,,,,,,,
27,5499,1.2969731092453003,1.2969731092453003,,,,,,,
27,5549,1.4043877124786377,1.4043877124786377,,,,,,,
27,5599,1.1894774436950684,1.1894774436950684,,,,,,,
27,5599,,,0.8399754166603088,1.3193222284317017,1.3193222284317017,0.7511253952980042,1.0137927532196045,0.8876651525497437,0.812411904335022
28,5649,1.3851735591888428,1.3851735591888428,,,,,,,
28,5699,1.3412984609603882,1.3412984609603882,,,,,,,
28,5749,1.2174427509307861,1.2174427509307861,,,,,,,
28,5799,1.190193772315979,1.190193772315979,,,,,,,
28,5799,,,0.8382840156555176,1.3110637664794922,1.3110637664794922,0.7505658864974976,1.007583737373352,0.8817850947380066,0.821307897567749
29,5849,1.2650429010391235,1.2650429010391235,,,,,,,
29,5899,1.2572133541107178,1.2572133541107178,,,,,,,
29,5949,1.359653115272522,1.359653115272522,,,,,,,
29,5999,1.203654170036316,1.203654170036316,,,,,,,
29,5999,,,0.8453316688537598,1.3153969049453735,1.3153969049453735,0.7543081045150757,0.9963977932929993,0.8852012157440186,0.8392460942268372
30,6049,1.2322405576705933,1.2322405576705933,,,,,,,
30,6099,1.2626827955245972,1.2626827955245972,,,,,,,
30,6149,1.3371943235397339,1.3371943235397339,,,,,,,
30,6199,1.2940168380737305,1.2940168380737305,,,,,,,
30,6199,,,0.8366230130195618,1.3015024662017822,1.3015024662017822,0.7504516243934631,0.9893423914909363,0.8776779770851135,0.843042254447937
31,6249,1.2891371250152588,1.2891371250152588,,,,,,,
31,6299,1.300903081893921,1.300903081893921,,,,,,,
31,6349,1.3330329656600952,1.3330329656600952,,,,,,,
31,6399,1.272643804550171,1.272643804550171,,,,,,,
31,6399,,,0.8309657573699951,1.3071937561035156,1.3071937561035156,0.7483845949172974,1.0010615587234497,0.8767181634902954,0.8231344223022461
32,6449,1.2766207456588745,1.2766207456588745,,,,,,,
32,6499,1.249494194984436,1.249494194984436,,,,,,,
32,6549,1.2018053531646729,1.2018053531646729,,,,,,,
32,6599,1.3111965656280518,1.3111965656280518,,,,,,,
32,6599,,,0.8318177461624146,1.293910026550293,1.293910026550293,0.7594950199127197,1.002123236656189,0.8761348724365234,0.8208138346672058
33,6649,1.3091015815734863,1.3091015815734863,,,,,,,
33,6699,1.2731660604476929,1.2731660604476929,,,,,,,
33,6749,1.317887783050537,1.317887783050537,,,,,,,
33,6799,1.342507004737854,1.342507004737854,,,,,,,
33,6799,,,0.8179165720939636,1.282257080078125,1.282257080078125,0.7491757869720459,1.0100597143173218,0.8700527548789978,0.799827516078949
34,6849,1.2465444803237915,1.2465444803237915,,,,,,,
34,6899,1.2589085102081299,1.2589085102081299,,,,,,,
34,6949,1.3622390031814575,1.3622390031814575,,,,,,,
34,6999,1.2515393495559692,1.2515393495559692,,,,,,,
34,6999,,,0.8142247796058655,1.281058669090271,1.281058669090271,0.7485558986663818,1.0028208494186401,0.8676741123199463,0.8020545244216919
35,7049,1.3276909589767456,1.3276909589767456,,,,,,,
35,7099,1.344565749168396,1.344565749168396,,,,,,,
35,7149,1.2108465433120728,1.2108465433120728,,,,,,,
35,7199,1.267192006111145,1.267192006111145,,,,,,,
35,7199,,,0.8106876611709595,1.2702466249465942,1.2702466249465942,0.7541813850402832,0.9993909597396851,0.8640719652175903,0.8027545809745789
36,7249,1.1517400741577148,1.1517400741577148,,,,,,,
36,7299,1.2151076793670654,1.2151076793670654,,,,,,,
36,7349,1.4716057777404785,1.4716057777404785,,,,,,,
36,7399,1.1271564960479736,1.1271564960479736,,,,,,,
36,7399,,,0.8149721026420593,1.2577245235443115,1.2577245235443115,0.7467612028121948,0.9967697858810425,0.8620786070823669,0.8057242631912231
37,7449,1.3571960926055908,1.3571960926055908,,,,,,,
37,7499,1.2794592380523682,1.2794592380523682,,,,,,,
37,7549,1.2740017175674438,1.2740017175674438,,,,,,,
37,7599,1.2445504665374756,1.2445504665374756,,,,,,,
37,7599,,,0.8094586133956909,1.2613328695297241,1.2613328695297241,0.7494127154350281,0.9980408549308777,0.8595679402351379,0.8018349409103394
38,7649,1.1825902462005615,1.1825902462005615,,,,,,,
38,7699,1.2605787515640259,1.2605787515640259,,,,,,,
38,7749,1.1610054969787598,1.1610054969787598,,,,,,,
38,7799,1.1835415363311768,1.1835415363311768,,,,,,,
38,7799,,,0.8072882294654846,1.2694956064224243,1.2694956064224243,0.7583329081535339,1.0016416311264038,0.8638248443603516,0.7985253930091858
39,7849,1.313596487045288,1.313596487045288,,,,,,,
39,7899,1.325086236000061,1.325086236000061,,,,,,,
39,7949,1.2280999422073364,1.2280999422073364,,,,,,,
39,7999,1.2186157703399658,1.2186157703399658,,,,,,,
39,7999,,,0.801234245300293,1.2459220886230469,1.2459220886230469,0.7528256773948669,1.0171598196029663,0.8552471995353699,0.7801757454872131
40,8049,1.207726240158081,1.207726240158081,,,,,,,
40,8099,1.1887975931167603,1.1887975931167603,,,,,,,
40,8149,1.252233624458313,1.252233624458313,,,,,,,
40,8199,1.1730947494506836,1.1730947494506836,,,,,,,
40,8199,,,0.8016571998596191,1.2455512285232544,1.2455512285232544,0.7528116106987,0.9813621640205383,0.8549197912216187,0.8051347732543945
41,8249,1.2654637098312378,1.2654637098312378,,,,,,,
41,8299,1.2271146774291992,1.2271146774291992,,,,,,,
41,8349,1.2588707208633423,1.2588707208633423,,,,,,,
41,8399,1.1746348142623901,1.1746348142623901,,,,,,,
41,8399,,,0.8008090853691101,1.234107255935669,1.234107255935669,0.7478448748588562,0.995925784111023,0.8487319350242615,0.7925149202346802
42,8449,1.359494686126709,1.359494686126709,,,,,,,
42,8499,1.2055474519729614,1.2055474519729614,,,,,,,
42,8549,1.2244261503219604,1.2244261503219604,,,,,,,
42,8599,1.279050350189209,1.279050350189209,,,,,,,
42,8599,,,0.7861851453781128,1.2379006147384644,1.2379006147384644,0.7406066656112671,1.0051734447479248,0.8492123484611511,0.7801395058631897
43,8649,1.1957660913467407,1.1957660913467407,,,,,,,
43,8699,1.2947198152542114,1.2947198152542114,,,,,,,
43,8749,1.1994705200195312,1.1994705200195312,,,,,,,
43,8799,1.1303600072860718,1.1303600072860718,,,,,,,
43,8799,,,0.7884505391120911,1.2253392934799194,1.2253392934799194,0.7488281726837158,1.0015908479690552,0.8459272980690002,0.7784213423728943
44,8849,1.3284733295440674,1.3284733295440674,,,,,,,
44,8899,1.235418438911438,1.235418438911438,,,,,,,
44,8949,1.226304292678833,1.226304292678833,,,,,,,
44,8999,1.211498737335205,1.211498737335205,,,,,,,
44,8999,,,0.7851606011390686,1.222890853881836,1.222890853881836,0.7450931668281555,0.994828999042511,0.8415094614028931,0.7765170931816101
45,9049,1.2894606590270996,1.2894606590270996,,,,,,,
45,9099,1.2493293285369873,1.2493293285369873,,,,,,,
45,9149,1.2006136178970337,1.2006136178970337,,,,,,,
45,9199,1.1801363229751587,1.1801363229751587,,,,,,,
45,9199,,,0.7836275100708008,1.2125087976455688,1.2125087976455688,0.7416725158691406,0.9850436449050903,0.8410072922706604,0.7896357178688049
46,9249,1.1986966133117676,1.1986966133117676,,,,,,,
46,9299,1.1971983909606934,1.1971983909606934,,,,,,,
46,9349,1.23781418800354,1.23781418800354,,,,,,,
46,9399,1.3302781581878662,1.3302781581878662,,,,,,,
46,9399,,,0.7818688154220581,1.2133044004440308,1.2133044004440308,0.7409701943397522,0.9865465760231018,0.8378278017044067,0.7866164445877075
47,9449,1.2921427488327026,1.2921427488327026,,,,,,,
47,9499,1.1948137283325195,1.1948137283325195,,,,,,,
47,9549,1.2004165649414062,1.2004165649414062,,,,,,,
47,9599,1.190961480140686,1.190961480140686,,,,,,,
47,9599,,,0.7736388444900513,1.2130181789398193,1.2130181789398193,0.7433822751045227,1.0079258680343628,0.838811457157135,0.7583163976669312
48,9649,1.2433395385742188,1.2433395385742188,,,,,,,
48,9699,1.1446517705917358,1.1446517705917358,,,,,,,
48,9749,1.1507961750030518,1.1507961750030518,,,,,,,
48,9799,1.2218427658081055,1.2218427658081055,,,,,,,
48,9799,,,0.7870577573776245,1.2238926887512207,1.2238926887512207,0.7439284324645996,1.0010080337524414,0.8434520363807678,0.7883564233779907
49,9849,1.1613340377807617,1.1613340377807617,,,,,,,
49,9899,1.157292366027832,1.157292366027832,,,,,,,
49,9949,1.1667156219482422,1.1667156219482422,,,,,,,
49,9999,1.2544034719467163,1.2544034719467163,,,,,,,
49,9999,,,0.7800180912017822,1.2119096517562866,1.2119096517562866,0.7427615523338318,0.9971765875816345,0.8373192548751831,0.7821875810623169
50,10049,1.1808075904846191,1.1808075904846191,,,,,,,
50,10099,1.1493045091629028,1.1493045091629028,,,,,,,
50,10149,1.179436445236206,1.179436445236206,,,,,,,
50,10199,1.246311902999878,1.246311902999878,,,,,,,
50,10199,,,0.7635270357131958,1.1978923082351685,1.1978923082351685,0.7371205687522888,1.002071738243103,0.8318456411361694,0.7578661441802979
51,10249,1.1714757680892944,1.1714757680892944,,,,,,,
51,10299,1.186863660812378,1.186863660812378,,,,,,,
51,10349,1.2187657356262207,1.2187657356262207,,,,,,,
51,10399,1.1619110107421875,1.1619110107421875,,,,,,,
51,10399,,,0.7724716067314148,1.1927019357681274,1.1927019357681274,0.7449916005134583,1.010254979133606,0.8325902819633484,0.756316602230072
52,10449,1.19786536693573,1.19786536693573,,,,,,,
52,10499,1.2105530500411987,1.2105530500411987,,,,,,,
52,10549,1.2183767557144165,1.2183767557144165,,,,,,,
52,10599,1.196562647819519,1.196562647819519,,,,,,,
52,10599,,,0.7693362832069397,1.185939908027649,1.185939908027649,0.7441163659095764,0.9928300976753235,0.8305677771568298,0.775201141834259
53,10649,1.1856858730316162,1.1856858730316162,,,,,,,
53,10699,1.1833641529083252,1.1833641529083252,,,,,,,
53,10749,1.2458349466323853,1.2458349466323853,,,,,,,
53,10799,1.1410667896270752,1.1410667896270752,,,,,,,
53,10799,,,0.7770530581474304,1.1921581029891968,1.1921581029891968,0.7394065260887146,0.9874117374420166,0.8317592144012451,0.7781022191047668
54,10849,1.1633894443511963,1.1633894443511963,,,,,,,
54,10899,1.1514840126037598,1.1514840126037598,,,,,,,
54,10949,1.1974270343780518,1.1974270343780518,,,,,,,
54,10999,1.2725499868392944,1.2725499868392944,,,,,,,
54,10999,,,0.7567257285118103,1.1781169176101685,1.1781169176101685,0.7424792647361755,1.0024853944778442,0.8265597820281982,0.7524492740631104
55,11049,1.171025037765503,1.171025037765503,,,,,,,
55,11099,1.1830188035964966,1.1830188035964966,,,,,,,
55,11149,1.1736571788787842,1.1736571788787842,,,,,,,
55,11199,1.1369324922561646,1.1369324922561646,,,,,,,
55,11199,,,0.7608645558357239,1.1865812540054321,1.1865812540054321,0.7396469712257385,1.0079171657562256,0.8270336985588074,0.7522855401039124
56,11249,1.1203138828277588,1.1203138828277588,,,,,,,
56,11299,1.185267448425293,1.185267448425293,,,,,,,
56,11349,1.1706838607788086,1.1706838607788086,,,,,,,
56,11399,1.172055959701538,1.172055959701538,,,,,,,
56,11399,,,0.7613241672515869,1.1813040971755981,1.1813040971755981,0.7360828518867493,0.9955390691757202,0.8251474499702454,0.758892297744751
57,11449,1.2020214796066284,1.2020214796066284,,,,,,,
57,11499,1.248859167098999,1.248859167098999,,,,,,,
57,11549,1.1538026332855225,1.1538026332855225,,,,,,,
57,11599,1.1856796741485596,1.1856796741485596,,,,,,,
57,11599,,,0.7436336874961853,1.1697450876235962,1.1697450876235962,0.7411323189735413,1.0053298473358154,0.8204146027565002,0.7360963225364685
58,11649,1.1359875202178955,1.1359875202178955,,,,,,,
58,11699,1.227238416671753,1.227238416671753,,,,,,,
58,11749,1.168082356452942,1.168082356452942,,,,,,,
58,11799,1.1590913534164429,1.1590913534164429,,,,,,,
58,11799,,,0.7556433081626892,1.1743617057800293,1.1743617057800293,0.7432874441146851,1.0045336484909058,0.8212665915489197,0.7544113993644714
59,11849,1.1693426370620728,1.1693426370620728,,,,,,,
59,11899,1.061583161354065,1.061583161354065,,,,,,,
59,11949,1.1822148561477661,1.1822148561477661,,,,,,,
59,11999,1.068611741065979,1.068611741065979,,,,,,,
59,11999,,,0.7491526007652283,1.174645185470581,1.174645185470581,0.7405056357383728,0.9992914795875549,0.822117269039154,0.7434831261634827
60,12049,1.2174756526947021,1.2174756526947021,,,,,,,
60,12099,1.0910115242004395,1.0910115242004395,,,,,,,
60,12149,1.1603972911834717,1.1603972911834717,,,,,,,
60,12199,1.126915693283081,1.126915693283081,,,,,,,
60,12199,,,0.7485495209693909,1.1691346168518066,1.1691346168518066,0.7398259043693542,1.0090364217758179,0.8216120600700378,0.74214106798172
61,12249,1.1985037326812744,1.1985037326812744,,,,,,,
61,12299,1.2595608234405518,1.2595608234405518,,,,,,,
61,12349,1.0728471279144287,1.0728471279144287,,,,,,,
61,12399,1.1256288290023804,1.1256288290023804,,,,,,,
61,12399,,,0.7457576394081116,1.1583188772201538,1.1583188772201538,0.7456027865409851,1.0039503574371338,0.8156567811965942,0.7396395802497864
62,12449,1.1996339559555054,1.1996339559555054,,,,,,,
62,12499,1.177414894104004,1.177414894104004,,,,,,,
62,12549,1.151923418045044,1.151923418045044,,,,,,,
62,12599,1.1229462623596191,1.1229462623596191,,,,,,,
62,12599,,,0.7490508556365967,1.162895917892456,1.162895917892456,0.7312602400779724,0.9930340051651001,0.8154913187026978,0.7510046362876892
63,12649,1.269683599472046,1.269683599472046,,,,,,,
63,12699,1.0622648000717163,1.0622648000717163,,,,,,,
63,12749,1.1970915794372559,1.1970915794372559,,,,,,,
63,12799,1.1724458932876587,1.1724458932876587,,,,,,,
63,12799,,,0.7467430830001831,1.1666229963302612,1.1666229963302612,0.7406315207481384,1.0016088485717773,0.819625973701477,0.7494297027587891
64,12849,1.1451514959335327,1.1451514959335327,,,,,,,
64,12899,1.1643468141555786,1.1643468141555786,,,,,,,
64,12949,1.2283565998077393,1.2283565998077393,,,,,,,
64,12999,1.0528396368026733,1.0528396368026733,,,,,,,
64,12999,,,0.7453421950340271,1.1551536321640015,1.1551536321640015,0.7404076457023621,1.001947283744812,0.8155733346939087,0.7435246706008911
65,13049,1.1505560874938965,1.1505560874938965,,,,,,,
65,13099,1.1690064668655396,1.1690064668655396,,,,,,,
65,13149,1.1022589206695557,1.1022589206695557,,,,,,,
65,13199,1.1012027263641357,1.1012027263641357,,,,,,,
65,13199,,,0.7403795719146729,1.152704119682312,1.152704119682312,0.7359543442726135,1.0062534809112549,0.8135289549827576,0.734431803226471
66,13249,1.2241203784942627,1.2241203784942627,,,,,,,
66,13299,1.0568374395370483,1.0568374395370483,,,,,,,
66,13349,1.1759344339370728,1.1759344339370728,,,,,,,
66,13399,1.1711058616638184,1.1711058616638184,,,,,,,
66,13399,,,0.7465570569038391,1.1600309610366821,1.1600309610366821,0.746883749961853,0.996136486530304,0.8144016265869141,0.7487632036209106
67,13449,1.126002311706543,1.126002311706543,,,,,,,
67,13499,1.157055139541626,1.157055139541626,,,,,,,
67,13549,1.1684926748275757,1.1684926748275757,,,,,,,
67,13599,1.055199384689331,1.055199384689331,,,,,,,
67,13599,,,0.7362051010131836,1.1450532674789429,1.1450532674789429,0.7390275001525879,1.0162558555603027,0.814869225025177,0.726219654083252
68,13649,1.056130051612854,1.056130051612854,,,,,,,
68,13699,1.0938538312911987,1.0938538312911987,,,,,,,
68,13749,1.1024324893951416,1.1024324893951416,,,,,,,
68,13799,1.103110909461975,1.103110909461975,,,,,,,
68,13799,,,0.7479901909828186,1.1501860618591309,1.1501860618591309,0.7260181903839111,0.9998466968536377,0.811834454536438,0.745037317276001
69,13849,1.1502660512924194,1.1502660512924194,,,,,,,
69,13899,1.1564384698867798,1.1564384698867798,,,,,,,
69,13949,1.1259218454360962,1.1259218454360962,,,,,,,
69,13999,1.0182400941848755,1.0182400941848755,,,,,,,
69,13999,,,0.7474980354309082,1.1528184413909912,1.1528184413909912,0.7407864332199097,0.984176754951477,0.8129653334617615,0.7539384961128235
70,14049,1.175680160522461,1.175680160522461,,,,,,,
70,14099,1.1759705543518066,1.1759705543518066,,,,,,,
70,14149,1.044819712638855,1.044819712638855,,,,,,,
70,14199,1.0748236179351807,1.0748236179351807,,,,,,,
70,14199,,,0.7347338795661926,1.1407256126403809,1.1407256126403809,0.7372533679008484,0.999366283416748,0.8083195090293884,0.7337919473648071
71,14249,1.1427929401397705,1.1427929401397705,,,,,,,
71,14299,1.1555604934692383,1.1555604934692383,,,,,,,
71,14349,1.177904725074768,1.177904725074768,,,,,,,
71,14399,1.175301194190979,1.175301194190979,,,,,,,
71,14399,,,0.7278265953063965,1.142737627029419,1.142737627029419,0.7361260056495667,0.9882278442382812,0.806679368019104,0.7422447800636292
72,14449,1.0124924182891846,1.0124924182891846,,,,,,,
72,14499,1.097844123840332,1.097844123840332,,,,,,,
72,14549,1.1717638969421387,1.1717638969421387,,,,,,,
72,14599,1.1494979858398438,1.1494979858398438,,,,,,,
72,14599,,,0.7345016598701477,1.1382566690444946,1.1382566690444946,0.7357632517814636,1.0046494007110596,0.8052951097488403,0.7280208468437195
73,14649,1.1294584274291992,1.1294584274291992,,,,,,,
73,14699,1.1681574583053589,1.1681574583053589,,,,,,,
73,14749,1.1045538187026978,1.1045538187026978,,,,,,,
73,14799,1.152915596961975,1.152915596961975,,,,,,,
73,14799,,,0.7302129864692688,1.1430691480636597,1.1430691480636597,0.7330074310302734,1.016734004020691,0.8091026544570923,0.724233865737915
