epoch,step,train/cfm_loss,train/loss,val/best_sample_rmse,val/cfm_loss,val/loss,val/rank_std,val/sample_mean_rmse,val/sample_spread
0,49,1.9652807712554932,1.9652807712554932,,,,,,
0,99,1.9596095085144043,1.9596095085144043,,,,,,
0,149,1.7362276315689087,1.7362276315689087,,,,,,
0,199,1.6583921909332275,1.6583921909332275,,,,,,
0,199,,,0.8927175998687744,1.6484473943710327,1.6484473943710327,0.9841510057449341,0.9322574138641357,0.9256214499473572
1,249,1.658695101737976,1.658695101737976,,,,,,
1,299,1.3238741159439087,1.3238741159439087,,,,,,
1,349,1.4298330545425415,1.4298330545425415,,,,,,
1,399,1.2125381231307983,1.2125381231307983,,,,,,
1,399,,,0.8090627193450928,1.4380013942718506,1.4380013942718506,1.013156533241272,0.8767474293708801,0.7959370017051697
2,449,1.4674605131149292,1.4674605131149292,,,,,,
2,499,1.2970777750015259,1.2970777750015259,,,,,,
2,549,1.2721370458602905,1.2721370458602905,,,,,,
2,599,1.1305118799209595,1.1305118799209595,,,,,,
2,599,,,0.6960928440093994,1.1961803436279297,1.1961803436279297,0.9348818063735962,0.7620767951011658,0.7409536838531494
3,649,1.105289101600647,1.105289101600647,,,,,,
3,699,1.09821617603302,1.09821617603302,,,,,,
3,749,1.098146677017212,1.098146677017212,,,,,,
3,799,1.2422488927841187,1.2422488927841187,,,,,,
3,799,,,0.6252975463867188,1.0710399150848389,1.0710399150848389,0.9419292211532593,0.723992109298706,0.6433320045471191
4,849,0.9934452772140503,0.9934452772140503,,,,,,
4,899,1.0211385488510132,1.0211385488510132,,,,,,
4,949,1.0888831615447998,1.0888831615447998,,,,,,
4,999,1.1610206365585327,1.1610206365585327,,,,,,
4,999,,,0.6092076301574707,1.030888319015503,1.030888319015503,0.9549595713615417,0.721559464931488,0.623443603515625
5,1049,1.1034269332885742,1.1034269332885742,,,,,,
5,1099,1.2181658744812012,1.2181658744812012,,,,,,
5,1149,1.0727808475494385,1.0727808475494385,,,,,,
5,1199,0.9238812327384949,0.9238812327384949,,,,,,
5,1199,,,0.6004535555839539,1.00574791431427,1.00574791431427,0.94147789478302,0.7173165678977966,0.6228073835372925
6,1249,1.0124731063842773,1.0124731063842773,,,,,,
6,1299,1.0535017251968384,1.0535017251968384,,,,,,
6,1349,0.9917958378791809,0.9917958378791809,,,,,,
6,1399,0.923387885093689,0.923387885093689,,,,,,
6,1399,,,0.5901167988777161,1.001853585243225,1.001853585243225,0.9607386589050293,0.7163450121879578,0.6015226244926453
7,1449,1.053755760192871,1.053755760192871,,,,,,
7,1499,1.051924705505371,1.051924705505371,,,,,,
7,1549,0.8854526281356812,0.8854526281356812,,,,,,
7,1599,1.036790370941162,1.036790370941162,,,,,,
7,1599,,,0.5916155576705933,0.9853375554084778,0.9853375554084778,0.9654483199119568,0.7132492065429688,0.6075843572616577
8,1649,1.0374337434768677,1.0374337434768677,,,,,,
8,1699,0.9543048143386841,0.9543048143386841,,,,,,
8,1749,0.9339234828948975,0.9339234828948975,,,,,,
8,1799,1.037611722946167,1.037611722946167,,,,,,
8,1799,,,0.5866574645042419,0.9884913563728333,0.9884913563728333,0.9689438343048096,0.7139423489570618,0.5977935791015625
9,1849,1.0400422811508179,1.0400422811508179,,,,,,
9,1899,0.9060036540031433,0.9060036540031433,,,,,,
9,1949,0.981590211391449,0.981590211391449,,,,,,
9,1999,0.9809781312942505,0.9809781312942505,,,,,,
9,1999,,,0.5828624367713928,0.9721124768257141,0.9721124768257141,0.9828028082847595,0.7160863876342773,0.5866450071334839
10,2049,0.903307318687439,0.903307318687439,,,,,,
10,2099,1.0121878385543823,1.0121878385543823,,,,,,
10,2149,0.882355809211731,0.882355809211731,,,,,,
10,2199,1.0360201597213745,1.0360201597213745,,,,,,
10,2199,,,0.5761557817459106,0.9597009420394897,0.9597009420394897,0.956992506980896,0.7120141386985779,0.5926454663276672
11,2249,0.9121953845024109,0.9121953845024109,,,,,,
11,2299,0.9557219743728638,0.9557219743728638,,,,,,
11,2349,0.9243117570877075,0.9243117570877075,,,,,,
11,2399,0.9015971422195435,0.9015971422195435,,,,,,
11,2399,,,0.5734204053878784,0.9654049873352051,0.9654049873352051,0.9810361266136169,0.7136945128440857,0.5824121832847595
12,2449,0.9582677483558655,0.9582677483558655,,,,,,
12,2499,0.8334895968437195,0.8334895968437195,,,,,,
12,2549,1.016188383102417,1.016188383102417,,,,,,
12,2599,0.9140914678573608,0.9140914678573608,,,,,,
12,2599,,,0.5756731033325195,0.964967668056488,0.964967668056488,0.9961613416671753,0.7157434225082397,0.5928040146827698
13,2649,0.961775004863739,0.961775004863739,,,,,,
13,2699,1.0172423124313354,1.0172423124313354,,,,,,
13,2749,1.0133552551269531,1.0133552551269531,,,,,,
13,2799,0.9602642059326172,0.9602642059326172,,,,,,
