epoch,step,train/loss,train/mu_mse,train/sigma_nll,train/weight_entropy,val/best_component_rmse,val/dominant_component_allocation,val/dominant_component_rmse,val/loss,val/mu_mse,val/sigma_nll,val/weight_entropy
0,49,1.9854300022125244,0.9020696878433228,1.429933786392212,0.6931471824645996,,,,,,,
0,99,2.034899950027466,0.9826009273529053,1.39887273311615,0.6931471824645996,,,,,,,
0,149,2.056979179382324,0.9883688688278198,1.4151839017868042,0.6931471824645996,,,,,,,
0,199,1.848604440689087,0.8511374592781067,1.3440406322479248,0.6931471824645996,,,,,,,
0,199,,,,,0.9064644575119019,0.5,0.9613029956817627,1.8274726867675781,0.8432360291481018,1.3308098316192627,0.6931474804878235
1,249,1.7135543823242188,0.7742817401885986,1.28584623336792,0.6931471824645996,,,,,,,
1,299,1.6316614151000977,0.730073094367981,1.2481619119644165,0.6931471824645996,,,,,,,
1,349,1.4254511594772339,0.5834811925888062,1.1885435581207275,0.6931471824645996,,,,,,,
1,399,1.2402210235595703,0.5133734345436096,1.0734211206436157,0.6931471824645996,,,,,,,
1,399,,,,,0.6846128106117249,0.5,0.8638067245483398,1.2182623147964478,0.477853387594223,1.0869824886322021,0.6931474804878235
2,449,1.0811704397201538,0.3933204412460327,1.034423589706421,0.6931471824645996,,,,,,,
2,499,1.0651633739471436,0.4064081907272339,1.0053287744522095,0.6931471824645996,,,,,,,
2,549,0.8299754858016968,0.2884853184223175,0.8880637288093567,0.6931471824645996,,,,,,,
2,599,0.9034551382064819,0.32720401883125305,0.9228247404098511,0.6931471824645996,,,,,,,
2,599,,,,,0.5572526454925537,0.5,0.8497136831283569,0.8692675828933716,0.31684204936027527,0.8989990949630737,0.6931474804878235
3,649,0.7534873485565186,0.2774629294872284,0.8225980401039124,0.6931471824645996,,,,,,,
3,699,0.7403590679168701,0.25537359714508057,0.8315590620040894,0.6931471824645996,,,,,,,
3,749,0.636778712272644,0.21023640036582947,0.773115873336792,0.6931471824645996,,,,,,,
3,799,0.6437124013900757,0.2438894808292389,0.746396541595459,0.6931471824645996,,,,,,,
3,799,,,,,0.49370747804641724,0.5,0.8403264284133911,0.7084328532218933,0.24873295426368713,0.8062735795974731,0.6931474804878235
4,849,0.6384021043777466,0.24850711226463318,0.7364686131477356,0.6931471824645996,,,,,,,
4,899,0.6220543384552002,0.2319715917110443,0.7366563677787781,0.6931471824645996,,,,,,,
4,949,0.5900458097457886,0.2163742035627365,0.7202451825141907,0.6931471824645996,,,,,,,
4,999,0.6357112526893616,0.2247287780046463,0.7575560808181763,0.6931471824645996,,,,,,,
4,999,,,,,0.47121307253837585,0.5,0.8650029301643372,0.6724705100059509,0.227247416973114,0.7917967438697815,0.6931474804878235
5,1049,0.6066876649856567,0.20086818933486938,0.7523930668830872,0.6931471824645996,,,,,,,
5,1099,0.5967946648597717,0.19941264390945435,0.7439556121826172,0.6931471824645996,,,,,,,
5,1149,0.480815052986145,0.171688050031662,0.6557005643844604,0.6931471824645996,,,,,,,
5,1199,0.5171903371810913,0.21682998538017273,0.646933913230896,0.6931471824645996,,,,,,,
5,1199,,,,,0.4501938819885254,0.5,0.8524652123451233,0.4994836151599884,0.20541690289974213,0.6406404376029968,0.6931474804878235
6,1249,0.4869149923324585,0.19561809301376343,0.6378704905509949,0.6931471824645996,,,,,,,
6,1299,0.46504414081573486,0.19322195649147034,0.6183958053588867,0.6931471824645996,,,,,,,
6,1349,0.411935031414032,0.19418078660964966,0.5643278360366821,0.6931471824645996,,,,,,,
6,1399,0.5290572643280029,0.21434861421585083,0.6612822413444519,0.6931471824645996,,,,,,,
6,1399,,,,,0.4403016269207001,0.5,0.8630933165550232,0.4950217008590698,0.19777165353298187,0.6438235640525818,0.6931474804878235
7,1449,0.4029427766799927,0.1602744162082672,0.5892419219017029,0.6931471824645996,,,,,,,
7,1499,0.5031272172927856,0.2174261063337326,0.6322746872901917,0.6931471824645996,,,,,,,
7,1549,0.42249488830566406,0.1704321801662445,0.598636269569397,0.6931471824645996,,,,,,,
7,1599,0.5548456907272339,0.2576214075088501,0.6437978744506836,0.6931471824645996,,,,,,,
7,1599,,,,,0.44401779770851135,0.5,0.8694620132446289,0.45781370997428894,0.1999388039112091,0.6044484376907349,0.6931474804878235
8,1649,0.4079463481903076,0.19110651314258575,0.5634134411811829,0.6931471824645996,,,,,,,
8,1699,0.41281700134277344,0.17856386303901672,0.5808267593383789,0.6931471824645996,,,,,,,
8,1749,0.47753727436065674,0.20312955975532532,0.6209813356399536,0.6931471824645996,,,,,,,
8,1799,0.3700258135795593,0.1802213191986084,0.5363780856132507,0.6931471824645996,,,,,,,
8,1799,,,,,0.4366891384124756,0.5,0.8638474345207214,0.4178822636604309,0.19409829378128052,0.570357620716095,0.6931474804878235
9,1849,0.39273178577423096,0.16944558918476105,0.5698598027229309,0.6931471824645996,,,,,,,
9,1899,0.3422807455062866,0.15002304315567017,0.5388312935829163,0.6931471824645996,,,,,,,
9,1949,0.3450244665145874,0.1993599534034729,0.4922381341457367,0.6931471824645996,,,,,,,
9,1999,0.3550484776496887,0.16112637519836426,0.5404956936836243,0.6931471824645996,,,,,,,
9,1999,,,,,0.428512305021286,0.5,0.8625982999801636,0.3544868528842926,0.18868865072727203,0.512371838092804,0.6931474804878235
10,2049,0.39960071444511414,0.23274360597133636,0.5133448243141174,0.6929754614830017,,,,,,,
10,2099,0.32575729489326477,0.23172396421432495,0.4405790865421295,0.6930915713310242,,,,,,,
10,2149,0.45390617847442627,0.26977625489234924,0.5305889844894409,0.692918062210083,,,,,,,
10,2199,0.3946646749973297,0.227175772190094,0.5139511227607727,0.692924439907074,,,,,,,
10,2199,,,,,0.42712366580963135,0.5138756036758423,0.8316402435302734,0.4224591851234436,0.2408817559480667,0.527947187423706,0.6927395462989807
11,2249,0.3943997919559479,0.23534783720970154,0.5055999755859375,0.6930961012840271,,,,,,,
11,2299,0.33444833755493164,0.22438989579677582,0.4566158950328827,0.6931148767471313,,,,,,,
11,2349,0.37184572219848633,0.23321497440338135,0.4849696755409241,0.6926778554916382,,,,,,,
11,2399,0.5939140319824219,0.2973807454109192,0.643082320690155,0.6930980086326599,,,,,,,
11,2399,,,,,0.42885249853134155,0.5062130093574524,0.8758884072303772,0.44474729895591736,0.2415555715560913,0.54971843957901,0.6930534839630127
12,2449,0.4717171788215637,0.26466721296310425,0.5535934567451477,0.6930869817733765,,,,,,,
12,2499,0.5114327669143677,0.2570457458496094,0.60085129737854,0.6929286122322083,,,,,,,
12,2549,0.311800479888916,0.22648602724075317,0.43167227506637573,0.6927156448364258,,,,,,,
12,2599,0.301530122756958,0.22114595770835876,0.4269057810306549,0.6930432319641113,,,,,,,
12,2599,,,,,0.4245775043964386,0.5045050382614136,0.8508365750312805,0.37841859459877014,0.23986338078975677,0.48509925603866577,0.6930878162384033
13,2649,0.2688417434692383,0.20628157258033752,0.4090730547904968,0.6930258274078369,,,,,,,
13,2699,0.3860560655593872,0.2179974764585495,0.5142084360122681,0.6922997236251831,,,,,,,
13,2749,0.4216194152832031,0.23556478321552277,0.5325567126274109,0.6930041313171387,,,,,,,
13,2799,0.4070189297199249,0.2688543498516083,0.48467883467674255,0.6930285096168518,,,,,,,
13,2799,,,,,0.42472153902053833,0.5030027031898499,0.8787762522697449,0.3351413905620575,0.23874758183956146,0.44295454025268555,0.6931214332580566
14,2849,0.37511736154556274,0.25179603695869446,0.4698113203048706,0.6929799318313599,,,,,,,
14,2899,0.3315940499305725,0.25162336230278015,0.42634761333465576,0.6927539110183716,,,,,,,
14,2949,0.409567654132843,0.26964476704597473,0.4863966405391693,0.692947506904602,,,,,,,
14,2999,0.34745556116104126,0.2521933317184448,0.44171810150146484,0.6929117441177368,,,,,,,
14,2999,,,,,0.4212230145931244,0.5063397884368896,0.8752596378326416,0.3439069986343384,0.23549750447273254,0.4549312889575958,0.6930433511734009
15,3049,0.25149670243263245,0.2203398048877716,0.37760159373283386,0.692889392375946,,,,,,,
15,3099,0.3181597590446472,0.22997744381427765,0.4347279369831085,0.6930912733078003,,,,,,,
15,3149,0.31678807735443115,0.25702160596847534,0.4061567783355713,0.692780613899231,,,,,,,
15,3199,0.2856064736843109,0.24577349424362183,0.3862895965576172,0.6929132342338562,,,,,,,
15,3199,,,,,0.4204948842525482,0.5069356560707092,0.8649819493293762,0.27427658438682556,0.23421306908130646,0.3865851163864136,0.6930432915687561
16,3249,0.24769777059555054,0.21685320138931274,0.3773837685585022,0.6930783987045288,,,,,,,
16,3299,0.10136878490447998,0.21134938299655914,0.2365877330303192,0.6931366920471191,,,,,,,
16,3349,0.38796550035476685,0.27018895745277405,0.46427664160728455,0.6930001974105835,,,,,,,
16,3399,0.3152332305908203,0.23362460732460022,0.42816591262817383,0.6931145191192627,,,,,,,
16,3399,,,,,0.4220758080482483,0.5077630877494812,0.8366186022758484,0.29740720987319946,0.2352144867181778,0.40869492292404175,0.6930043697357178
17,3449,0.1785956621170044,0.23351341485977173,0.29151397943496704,0.6928634643554688,,,,,,,
17,3499,0.30468055605888367,0.26132944226264954,0.3897615373134613,0.6928208470344543,,,,,,,
17,3549,0.407886803150177,0.2418084740638733,0.5125565528869629,0.6929564476013184,,,,,,,
17,3599,0.371559202671051,0.28349602222442627,0.434440016746521,0.6927536725997925,,,,,,,
17,3599,,,,,0.4202120900154114,0.5121422410011292,0.8309144973754883,0.2913025915622711,0.2333732545375824,0.4043460190296173,0.692833423614502
18,3649,0.3256795108318329,0.24009236693382263,0.43213599920272827,0.6930976510047913,,,,,,,
18,3699,0.3040987551212311,0.22222647070884705,0.4282557964324951,0.6927670836448669,,,,,,,
18,3749,0.22635310888290405,0.22225967049598694,0.35056936740875244,0.6929517984390259,,,,,,,
18,3799,0.16181433200836182,0.2410999983549118,0.26707860827445984,0.6927285194396973,,,,,,,
18,3799,,,,,0.4185299575328827,0.5091298818588257,0.8357662558555603,0.20841358602046967,0.2331797033548355,0.32171380519866943,0.6929598450660706
19,3849,0.3216196894645691,0.27769461274147034,0.39045706391334534,0.6930639743804932,,,,,,,
19,3899,0.21411573886871338,0.23339413106441498,0.3271133601665497,0.6927834749221802,,,,,,,
19,3949,0.19545483589172363,0.2341126948595047,0.307782918214798,0.6928815841674805,,,,,,,
19,3999,0.19725823402404785,0.21962863206863403,0.32419660687446594,0.693134069442749,,,,,,,
19,3999,,,,,0.41805073618888855,0.5021284818649292,0.8536852598190308,0.2030259072780609,0.23244260251522064,0.31714969873428345,0.693132758140564
20,4049,0.1486787497997284,0.2005676031112671,0.294677734375,0.6931331753730774,,,,,,,
20,4099,0.22782570123672485,0.22844085097312927,0.3459177315235138,0.6930657625198364,,,,,,,
20,4149,0.2139555811882019,0.22678810358047485,0.3337334096431732,0.6931318044662476,,,,,,,
20,4199,0.10630324482917786,0.18847206234931946,0.26436394453048706,0.6930655241012573,,,,,,,
20,4199,,,,,0.41487371921539307,0.5017048716545105,0.8502611517906189,0.16447299718856812,0.22965209186077118,0.28138992190361023,0.6931378841400146
21,4249,0.08438223600387573,0.20012250542640686,0.23064197599887848,0.6927645206451416,,,,,,,
21,4299,0.11570614576339722,0.20880816876888275,0.25346219539642334,0.6931284666061401,,,,,,,
21,4349,0.2304876148700714,0.24974951148033142,0.32726702094078064,0.6930578351020813,,,,,,,
21,4399,0.17353126406669617,0.24173890054225922,0.2783620357513428,0.693139374256134,,,,,,,
21,4399,,,,,0.41246214509010315,0.5047112703323364,0.8715819120407104,0.12939630448818207,0.2280997931957245,0.24784357845783234,0.69309401512146
22,4449,0.18590134382247925,0.2377139776945114,0.2947516441345215,0.6931285858154297,,,,,,,
22,4499,0.10378307104110718,0.1986308991909027,0.25158682465553284,0.6928693056106567,,,,,,,
22,4549,0.2179865837097168,0.23898831009864807,0.3254848122596741,0.6929731369018555,,,,,,,
